Step,Time,Vehicles,J1_Phase,J2_Phase,J1_Queue,J2_Queue,Total_Queue,Network_Delay
5690,5690,25,1,-1,2,0,2,2.75
5700,5700,23,2,-1,1,0,1,0.3333333333333333
5710,5710,21,2,-1,1,0,1,5.5
5720,5720,19,2,-1,1,0,1,21.0
5730,5730,19,3,-1,1,0,1,15.5
5740,5740,19,0,-1,0,0,0,0.0
5750,5750,18,0,-1,0,0,0,1.3333333333333333
5760,5760,18,0,-1,0,0,0,3.5
5770,5770,16,0,-1,0,0,0,0.0
5780,5780,15,1,-1,0,0,0,0.0
5790,5790,13,2,-1,1,0,1,2.0
5800,5800,12,2,-1,1,0,1,7.0
5810,5810,12,2,-1,1,0,1,10.666666666666666
5820,5820,12,2,-1,1,0,1,13.0
5830,5830,12,0,-1,1,0,1,0.2
5840,5840,10,0,-1,0,0,0,3.75
5850,5850,10,0,-1,1,0,1,10.4
5860,5860,10,0,-1,1,0,1,2.5
5870,5870,9,0,-1,1,0,1,4.166666666666667
5880,5880,8,2,-1,2,0,2,0.16666666666666666
5890,5890,7,2,-1,2,0,2,3.0
5900,5900,28,2,-1,2,0,2,7.142857142857143
5910,5910,27,2,-1,2,0,2,14.428571428571429
5920,5920,27,3,-1,2,0,2,20.125
5930,5930,26,0,-1,0,0,0,7.5
5940,5940,24,0,-1,1,0,1,14.0
5950,5950,22,0,-1,2,0,2,3.8333333333333335
5960,5960,21,0,-1,2,0,2,7.166666666666667
5970,5970,20,1,-1,3,0,3,11.166666666666666
5980,5980,20,2,-1,1,0,1,1.6666666666666667
5990,5990,20,2,-1,2,0,2,4.857142857142857
6000,6000,19,2,-1,2,0,2,10.857142857142858
6010,6010,19,3,-1,3,0,3,19.857142857142858
6020,6020,19,0,-1,1,0,1,10.0
6030,6030,17,0,-1,0,0,0,13.222222222222221
6040,6040,15,0,-1,0,0,0,0.0
6050,6050,11,0,-1,1,0,1,0.0
6060,6060,9,0,-1,1,0,1,2.5
6070,6070,7,2,-1,0,0,0,0.0
6080,6080,5,2,-1,1,0,1,5.5
6090,6090,4,2,-1,1,0,1,15.5
6100,6100,4,2,-1,1,0,1,17.0
6110,6110,25,0,-1,0,0,0,8.5
6120,6120,22,0,-1,0,0,0,22.0
6130,6130,22,0,-1,0,0,0,0.0
6140,6140,22,0,-1,0,0,0,0.0
6150,6150,21,0,-1,0,0,0,0.0
6160,6160,21,1,-1,1,0,1,0.8
6170,6170,20,2,-1,1,0,1,1.2
6180,6180,20,2,-1,2,0,2,5.5
6190,6190,20,2,-1,2,0,2,11.714285714285714
6200,6200,20,3,-1,2,0,2,17.75
6210,6210,20,0,-1,3,0,3,7.0
6220,6220,19,0,-1,0,0,0,0.0
6230,6230,18,0,-1,0,0,0,0.0
6240,6240,12,0,-1,0,0,0,0.0
6250,6250,9,1,-1,0,0,0,0.0
6260,6260,7,2,-1,0,0,0,0.0
6270,6270,7,2,-1,0,0,0,2.5
6280,6280,7,2,-1,1,0,1,7.333333333333333
6290,6290,7,2,-1,1,0,1,13.0
6300,6300,7,0,-1,1,0,1,0.2
6310,6310,5,0,-1,0,0,0,0.0
6320,6320,25,0,-1,0,0,0,0.0
6330,6330,24,0,-1,0,0,0,0.0
6340,6340,22,0,-1,0,0,0,0.0
6350,6350,22,2,-1,0,0,0,3.75
6360,6360,21,2,-1,0,0,0,11.666666666666666
6370,6370,21,2,-1,0,0,0,13.75
6380,6380,20,2,-1,0,0,0,18.75
6390,6390,19,3,-1,0,0,0,24.5
6400,6400,18,0,-1,0,0,0,0.0
6410,6410,17,0,-1,1,0,1,1.8
6420,6420,16,0,-1,1,0,1,3.8
6430,6430,14,0,-1,1,0,1,7.25
6440,6440,13,1,-1,1,0,1,9.75
6450,6450,13,2,-1,0,0,0,0.6
6460,6460,12,2,-1,1,0,1,6.2
6470,6470,12,2,-1,1,0,1,13.5
6480,6480,12,3,-1,1,0,1,19.0
6490,6490,11,0,-1,2,0,2,1.0
6500,6500,9,0,-1,1,0,1,2.1666666666666665
6510,6510,8,0,-1,1,0,1,3.8333333333333335
6520,6520,4,0,-1,1,0,1,11.0
6530,6530,25,0,-1,1,0,1,11.0
6540,6540,24,2,-1,0,0,0,2.75
6550,6550,24,2,-1,0,0,0,7.2
6560,6560,23,2,-1,0,0,0,13.2
6570,6570,23,2,-1,1,0,1,17.333333333333332
6580,6580,23,0,-1,1,0,1,3.4285714285714284
6590,6590,22,0,-1,1,0,1,2.2857142857142856
6600,6600,21,0,-1,1,0,1,3.7142857142857144
6610,6610,20,0,-1,1,0,1,5.142857142857143
6620,6620,19,0,-1,2,0,2,9.428571428571429
6630,6630,17,1,-1,2,0,2,18.333333333333332
6640,6640,16,2,-1,1,0,1,13.0
6650,6650,16,2,-1,1,0,1,19.714285714285715
6660,6660,16,2,-1,1,0,1,25.875
6670,6670,14,3,-1,1,0,1,14.285714285714286
6680,6680,14,0,-1,0,0,0,0.0
6690,6690,11,0,-1,0,0,0,0.0
6700,6700,8,0,-1,1,0,1,0.5
6710,6710,6,0,-1,1,0,1,4.0
6720,6720,5,1,-1,1,0,1,8.333333333333334
6730,6730,5,2,-1,1,0,1,5.75
6740,6740,26,2,-1,1,0,1,13.4
6750,6750,26,2,-1,2,0,2,20.166666666666668
6760,6760,26,2,-1,1,0,1,8.714285714285714
6770,6770,26,0,-1,1,0,1,0.25
6780,6780,21,0,-1,2,0,2,4.0
6790,6790,21,0,-1,2,0,2,7.2
6800,6800,19,0,-1,3,0,3,15.25
6810,6810,19,0,-1,3,0,3,18.2
6820,6820,19,2,-1,2,0,2,6.833333333333333
6830,6830,19,2,-1,0,0,0,4.428571428571429
6840,6840,17,2,-1,0,0,0,10.166666666666666
6850,6850,16,2,-1,0,0,0,9.0
6860,6860,16,3,-1,1,0,1,11.285714285714286
6870,6870,13,0,-1,0,0,0,0.0
6880,6880,11,0,-1,0,0,0,0.0
6890,6890,11,0,-1,0,0,0,0.0
6900,6900,10,0,-1,2,0,2,1.4
6910,6910,9,1,-1,2,0,2,5.4
6920,6920,9,2,-1,1,0,1,2.5
6930,6930,9,2,-1,1,0,1,7.428571428571429
6940,6940,8,2,-1,1,0,1,6.428571428571429
6950,6950,27,3,-1,1,0,1,10.833333333333334
6960,6960,27,0,-1,1,0,1,0.0
6970,6970,22,0,-1,0,0,0,0.0
6980,6980,22,0,-1,0,0,0,0.0
6990,6990,21,0,-1,0,0,0,2.25
7000,7000,18,0,-1,0,0,0,9.5
7010,7010,18,2,-1,0,0,0,12.0
7020,7020,18,2,-1,0,0,0,16.25
7030,7030,18,2,-1,0,0,0,3.8
7040,7040,18,2,-1,0,0,0,4.833333333333333
7050,7050,17,0,-1,1,0,1,0.5
7060,7060,14,0,-1,0,0,0,0.0
7070,7070,13,0,-1,0,0,0,0.0
7080,7080,13,0,-1,0,0,0,1.2
7090,7090,13,0,-1,0,0,0,5.166666666666667
7100,7100,13,1,-1,1,0,1,10.285714285714286
7110,7110,13,2,-1,1,0,1,15.625
7120,7120,10,2,-1,1,0,1,3.8333333333333335
7130,7130,9,2,-1,1,0,1,5.666666666666667
7140,7140,9,3,-1,1,0,1,7.714285714285714
7150,7150,8,0,-1,0,0,0,0.0
7160,7160,24,0,-1,0,0,0,0.0
7170,7170,22,0,-1,0,0,0,0.0
7180,7180,22,0,-1,0,0,0,1.0
7190,7190,21,1,-1,0,0,0,4.333333333333333
7200,7200,20,2,-1,0,0,0,7.666666666666667
7210,7210,19,2,-1,0,0,0,0.0
7220,7220,18,2,-1,0,0,0,0.0
7230,7230,18,2,-1,1,0,1,0.0
7240,7240,18,0,-1,0,0,0,0.0
7250,7250,15,0,-1,0,0,0,0.0
7260,7260,14,0,-1,0,0,0,0.0
7270,7270,14,0,-1,0,0,0,0.0
7280,7280,13,0,-1,0,0,0,0.0
7290,7290,12,2,-1,0,0,0,2.0
7300,7300,11,2,-1,0,0,0,0.0
7310,7310,10,2,-1,0,0,0,0.0
7320,7320,8,2,-1,1,0,1,0.3333333333333333
7330,7330,8,3,-1,2,0,2,2.75
7340,7340,8,0,-1,0,0,0,1.2
7350,7350,7,0,-1,0,0,0,3.2
7360,7360,6,0,-1,0,0,0,7.0
7370,7370,26,0,-1,0,0,0,11.0
7380,7380,25,1,-1,0,0,0,16.0
7390,7390,22,2,-1,0,0,0,1.3333333333333333
7400,7400,22,2,-1,0,0,0,3.5
7410,7410,21,2,-1,1,0,1,6.0
7420,7420,21,3,-1,1,0,1,8.8
7430,7430,20,0,-1,0,0,0,0.0
7440,7440,18,0,-1,0,0,0,2.5
7450,7450,17,0,-1,1,0,1,5.75
7460,7460,16,0,-1,1,0,1,12.0
7470,7470,16,0,-1,1,0,1,16.4
7480,7480,16,2,-1,1,0,1,0.8333333333333334
7490,7490,16,2,-1,1,0,1,5.714285714285714
7500,7500,16,2,-1,1,0,1,11.0
7510,7510,16,2,-1,1,0,1,16.444444444444443
7520,7520,16,0,-1,0,0,0,12.4
7530,7530,16,0,-1,2,0,2,0.7
7540,7540,13,0,-1,1,0,1,2.125
7550,7550,12,0,-1,1,0,1,4.444444444444445
7560,7560,11,0,-1,2,0,2,9.666666666666666
7570,7570,11,1,-1,2,0,2,6.4
7580,7580,30,2,-1,0,0,0,0.1111111111111111
7590,7590,26,2,-1,1,0,1,3.3333333333333335
7600,7600,26,2,-1,1,0,1,7.142857142857143
7610,7610,25,3,-1,1,0,1,12.857142857142858
7620,7620,25,0,-1,2,0,2,2.125
7630,7630,23,0,-1,0,0,0,5.142857142857143
7640,7640,21,0,-1,0,0,0,9.333333333333334
7650,7650,20,0,-1,0,0,0,16.333333333333332
7660,7660,20,1,-1,1,0,1,0.7142857142857143
7670,7670,17,2,-1,1,0,1,0.4
7680,7680,17,2,-1,1,0,1,3.6666666666666665
7690,7690,16,2,-1,3,0,3,8.0
7700,7700,16,2,-1,4,0,4,14.142857142857142
7710,7710,15,0,-1,0,0,0,3.2857142857142856
7720,7720,10,0,-1,0,0,0,9.0
7730,7730,10,0,-1,1,0,1,10.5
7740,7740,8,0,-1,1,0,1,23.0
7750,7750,7,0,-1,1,0,1,8.333333333333334
7760,7760,7,2,-1,0,0,0,0.0
7770,7770,6,2,-1,1,0,1,2.5
7780,7780,5,2,-1,1,0,1,9.0
7790,7790,26,2,-1,1,0,1,13.2
7800,7800,26,3,-1,1,0,1,16.0
7810,7810,26,0,-1,0,0,0,0.0
7820,7820,24,0,-1,1,0,1,2.6666666666666665
7830,7830,24,0,-1,1,0,1,5.142857142857143
7840,7840,22,0,-1,1,0,1,4.666666666666667
7850,7850,21,1,-1,1,0,1,6.333333333333333
7860,7860,21,2,-1,0,0,0,0.0
7870,7870,21,2,-1,0,0,0,1.25
7880,7880,19,2,-1,0,0,0,2.857142857142857
7890,7890,17,3,-1,1,0,1,9.0
7900,7900,17,0,-1,1,0,1,5.571428571428571
7910,7910,15,0,-1,0,0,0,11.0
7920,7920,15,0,-1,0,0,0,14.714285714285714
7930,7930,14,0,-1,0,0,0,0.0
7940,7940,13,0,-1,0,0,0,0.0
7950,7950,12,2,-1,1,0,1,0.14285714285714285
7960,7960,12,2,-1,1,0,1,2.5
7970,7970,11,2,-1,2,0,2,6.5
7980,7980,10,2,-1,2,0,2,12.25
7990,7990,8,0,-1,0,0,0,13.571428571428571
8000,8000,28,0,-1,1,0,1,3.4285714285714284
8010,8010,25,0,-1,1,0,1,8.8
8020,8020,24,0,-1,2,0,2,5.2
8030,8030,24,0,-1,2,0,2,8.0
8040,8040,22,1,-1,3,0,3,15.6
8050,8050,21,2,-1,2,0,2,3.2
8060,8060,20,2,-1,2,0,2,11.2
8070,8070,20,2,-1,3,0,3,17.666666666666668
8080,8080,20,3,-1,3,0,3,19.571428571428573
8090,8090,20,0,-1,1,0,1,2.125
8100,8100,17,0,-1,1,0,1,5.333333333333333
8110,8110,14,0,-1,1,0,1,7.75
8120,8120,14,0,-1,1,0,1,8.2
8130,8130,13,1,-1,1,0,1,10.2
8140,8140,10,2,-1,0,0,0,0.0
8150,8150,9,2,-1,0,0,0,5.666666666666667
8160,8160,9,2,-1,0,0,0,9.25
8170,8170,9,2,-1,1,0,1,12.0
8180,8180,9,0,-1,0,0,0,0.0
8190,8190,8,0,-1,0,0,0,1.5
8200,8200,5,0,-1,0,0,0,0.0
8210,8210,25,0,-1,1,0,1,1.5
8220,8220,22,0,-1,1,0,1,8.0
8230,8230,20,2,-1,0,0,0,0.0
8240,8240,20,2,-1,0,0,0,3.5
8250,8250,20,2,-1,0,0,0,5.666666666666667
8260,8260,20,2,-1,1,0,1,8.0
8270,8270,20,3,-1,1,0,1,12.4
8280,8280,20,0,-1,0,0,0,6.333333333333333
8290,8290,17,0,-1,1,0,1,1.0
8300,8300,17,0,-1,2,0,2,3.4
8310,8310,15,0,-1,2,0,2,10.5
8320,8320,15,1,-1,2,0,2,18.0
8330,8330,14,2,-1,1,0,1,0.25
8340,8340,14,2,-1,1,0,1,7.2
8350,8350,14,2,-1,2,0,2,13.5
8360,8360,14,3,-1,2,0,2,15.571428571428571
8370,8370,14,0,-1,1,0,1,7.75
8380,8380,14,0,-1,1,0,1,2.0
8390,8390,14,0,-1,2,0,2,3.6
8400,8400,12,0,-1,2,0,2,6.222222222222222
8410,8410,10,0,-1,2,0,2,9.5
8420,8420,30,2,-1,1,0,1,0.75
8430,8430,27,2,-1,1,0,1,3.857142857142857
8440,8440,26,2,-1,1,0,1,9.428571428571429
8450,8450,26,2,-1,1,0,1,13.25
8460,8460,26,0,-1,0,0,0,6.888888888888889
8470,8470,24,0,-1,0,0,0,0.0
8480,8480,22,0,-1,0,0,0,0.0
8490,8490,22,0,-1,0,0,0,0.0
8500,8500,21,0,-1,1,0,1,0.875
8510,8510,18,1,-1,2,0,2,4.0
8520,8520,16,2,-1,1,0,1,2.2
8530,8530,14,2,-1,1,0,1,10.25
8540,8540,13,2,-1,1,0,1,17.75
8550,8550,13,3,-1,1,0,1,22.2
8560,8560,12,0,-1,1,0,1,0.8
8570,8570,11,0,-1,0,0,0,0.0
8580,8580,11,0,-1,0,0,0,0.0
8590,8590,6,0,-1,0,0,0,0.0
8600,8600,4,1,-1,0,0,0,0.0
8610,8610,4,2,-1,0,0,0,1.5
8620,8620,4,2,-1,2,0,2,6.333333333333333
8630,8630,25,2,-1,2,0,2,13.75
8640,8640,25,2,-1,2,0,2,19.2
8650,8650,25,0,-1,1,0,1,0.6666666666666666
8660,8660,24,0,-1,2,0,2,3.5
8670,8670,23,0,-1,2,0,2,6.833333333333333
8680,8680,22,0,-1,2,0,2,10.166666666666666
8690,8690,21,0,-1,2,0,2,16.333333333333332
8700,8700,21,2,-1,1,0,1,6.0
8710,8710,20,2,-1,0,0,0,11.0
8720,8720,19,2,-1,1,0,1,19.5
8730,8730,19,2,-1,1,0,1,25.428571428571427
8740,8740,19,3,-1,2,0,2,10.555555555555555
8750,8750,19,0,-1,2,0,2,1.6
8760,8760,17,0,-1,2,0,2,4.0
8770,8770,15,0,-1,2,0,2,7.0
8780,8780,14,0,-1,2,0,2,10.125
8790,8790,11,1,-1,3,0,3,23.333333333333332
8800,8800,9,2,-1,0,0,0,9.0
8810,8810,8,2,-1,0,0,0,17.6
8820,8820,8,2,-1,0,0,0,23.0
8830,8830,8,3,-1,1,0,1,9.428571428571429
8840,8840,29,0,-1,1,0,1,0.75
8850,8850,27,0,-1,1,0,1,2.2857142857142856
8860,8860,26,0,-1,1,0,1,3.7142857142857144
8870,8870,23,0,-1,1,0,1,7.2
8880,8880,23,0,-1,2,0,2,9.5
8890,8890,22,2,-1,0,0,0,2.3333333333333335
8900,8900,20,2,-1,1,0,1,5.4
8910,8910,19,2,-1,2,0,2,10.8
8920,8920,19,2,-1,3,0,3,6.666666666666667
8930,8930,19,0,-1,3,0,3,5.285714285714286
8940,8940,16,0,-1,1,0,1,2.0
8950,8950,15,0,-1,1,0,1,4.0
8960,8960,15,0,-1,1,0,1,5.833333333333333
8970,8970,13,0,-1,1,0,1,14.2
8980,8980,13,1,-1,1,0,1,18.5
8990,8990,13,2,-1,1,0,1,14.714285714285714
9000,9000,12,2,-1,2,0,2,22.285714285714285
9010,9010,12,2,-1,2,0,2,9.125
9020,9020,12,3,-1,2,0,2,13.777777777777779
9030,9030,10,0,-1,2,0,2,2.0
9040,9040,10,0,-1,0,0,0,3.4444444444444446
9050,9050,30,0,-1,0,0,0,0.8888888888888888
9060,9060,26,0,-1,0,0,0,5.333333333333333
9070,9070,26,1,-1,0,0,0,10.285714285714286
9080,9080,25,2,-1,1,0,1,17.0
9090,9090,25,2,-1,1,0,1,23.125
9100,9100,24,2,-1,1,0,1,7.875
9110,9110,23,2,-1,1,0,1,11.625
9120,9120,23,0,-1,1,0,1,0.2222222222222222
9130,9130,22,0,-1,0,0,0,0.0
9140,9140,18,0,-1,1,0,1,0.0
9150,9150,17,0,-1,1,0,1,3.5
9160,9160,17,0,-1,1,0,1,7.285714285714286
9170,9170,17,2,-1,1,0,1,7.75
9180,9180,17,2,-1,0,0,0,12.333333333333334
9190,9190,12,2,-1,1,0,1,2.4
9200,9200,11,2,-1,1,0,1,6.4
9210,9210,11,3,-1,1,0,1,9.0
9220,9220,9,0,-1,0,0,0,0.0
9230,9230,6,0,-1,0,0,0,0.0
9240,9240,5,0,-1,0,0,0,0.0
9250,9250,5,0,-1,0,0,0,3.25
9260,9260,26,1,-1,0,0,0,7.6
9270,9270,26,2,-1,0,0,0,13.666666666666666
9280,9280,25,2,-1,1,0,1,1.5
9290,9290,25,2,-1,2,0,2,3.0
9300,9300,23,3,-1,2,0,2,8.2
9310,9310,22,0,-1,0,0,0,0.0
9320,9320,19,0,-1,0,0,0,0.0
9330,9330,19,0,-1,1,0,1,0.4
9340,9340,19,0,-1,1,0,1,3.6666666666666665
9350,9350,19,0,-1,1,0,1,7.428571428571429
9360,9360,19,2,-1,0,0,0,6.625
9370,9370,19,2,-1,0,0,0,0.8888888888888888
9380,9380,16,2,-1,0,0,0,3.2857142857142856
9390,9390,16,2,-1,2,0,2,6.375
9400,9400,16,0,-1,1,0,1,3.4444444444444446
9410,9410,15,0,-1,1,0,1,1.7777777777777777
9420,9420,11,0,-1,1,0,1,4.333333333333333
9430,9430,10,0,-1,1,0,1,10.166666666666666
9440,9440,8,0,-1,1,0,1,22.2
9450,9450,8,1,-1,1,0,1,27.0
9460,9460,8,2,-1,1,0,1,0.42857142857142855
9470,9470,29,2,-1,1,0,1,2.625
9480,9480,26,2,-1,2,0,2,8.8
9490,9490,26,3,-1,2,0,2,14.333333333333334
9500,9500,24,0,-1,2,0,2,0.16666666666666666
9510,9510,23,0,-1,0,0,0,0.3333333333333333
9520,9520,19,0,-1,0,0,0,0.0
9530,9530,19,0,-1,0,0,0,0.0
9540,9540,19,1,-1,0,0,0,2.4
9550,9550,17,2,-1,0,1,1,1.75
9560,9560,16,2,-1,2,1,3,9.0
9570,9570,16,2,-1,2,1,3,15.2
9580,9580,16,2,-1,3,1,4,21.0
9590,9590,16,0,-1,0,0,0,0.42857142857142855
9600,9600,14,0,-1,0,0,0,2.1666666666666665
9610,9610,11,0,-1,0,0,0,5.75
9620,9620,9,0,-1,0,0,0,12.333333333333334
9630,9630,8,0,-1,0,0,0,19.0
9640,9640,8,2,-1,0,0,0,0.0
9650,9650,8,2,-1,1,0,1,1.2
9660,9660,7,2,-1,2,0,2,4.6
9670,9670,7,2,-1,2,0,2,8.833333333333334
9680,9680,28,3,-1,2,0,2,14.666666666666666
9690,9690,27,0,-1,0,0,0,1.0
9700,9700,26,0,-1,0,0,0,0.0
9710,9710,24,0,-1,0,0,0,0.6666666666666666
9720,9720,21,0,-1,0,0,0,5.0
9730,9730,21,1,-1,0,0,0,0.0
9740,9740,18,2,-1,1,0,1,0.3333333333333333
9750,9750,18,2,-1,2,0,2,4.5
9760,9760,18,2,-1,2,0,2,9.6
9770,9770,18,3,-1,2,0,2,14.166666666666666
9780,9780,16,0,-1,0,0,0,0.0
9790,9790,13,0,-1,0,0,0,0.0
9800,9800,12,0,-1,0,0,0,1.0
9810,9810,12,0,-1,0,0,0,4.25
9820,9820,10,0,-1,0,0,0,0.0
9830,9830,7,2,-1,0,0,0,0.0
9840,9840,6,2,-1,1,0,1,4.0
9850,9850,6,2,-1,1,0,1,7.0
9860,9860,6,2,-1,1,0,1,8.333333333333334
9870,9870,6,0,-1,0,0,0,1.25
9880,9880,4,0,-1,0,0,0,0.0
9890,9890,24,0,-1,0,0,0,0.0
9900,9900,22,0,-1,0,0,0,4.5
9910,9910,21,0,-1,0,0,0,0.0
9920,9920,21,1,-1,1,0,1,1.0
9930,9930,21,2,-1,2,0,2,3.75
9940,9940,21,2,-1,2,0,2,7.0
9950,9950,20,2,-1,3,0,3,14.2
9960,9960,19,3,-1,3,0,3,27.75
9970,9970,19,0,-1,0,0,0,0.0
9980,9980,17,0,-1,1,0,1,1.6
9990,9990,15,0,-1,1,0,1,4.5
10000,10000,15,0,-1,1,0,1,5.6
10010,10010,12,1,-1,1,0,1,12.666666666666666
10020,10020,12,2,-1,0,0,0,0.0
10030,10030,10,2,-1,0,0,0,2.3333333333333335
10040,10040,9,2,-1,0,0,0,5.666666666666667
10050,10050,9,2,-1,0,0,0,6.75
10060,10060,9,0,-1,0,0,0,0.8
10070,10070,8,0,-1,0,0,0,2.8
10080,10080,8,0,-1,1,0,1,5.0
10090,10090,7,0,-1,2,0,2,3.6666666666666665
10100,10100,27,0,-1,2,0,2,7.0
10110,10110,25,2,-1,1,0,1,5.4
10120,10120,25,2,-1,1,0,1,2.3333333333333335
10130,10130,25,2,-1,2,0,2,7.142857142857143
10140,10140,24,2,-1,3,0,3,13.571428571428571
10150,10150,24,3,-1,3,0,3,18.125
10160,10160,24,0,-1,2,0,2,1.0
10170,10170,21,0,-1,1,0,1,3.5714285714285716
10180,10180,16,0,-1,1,0,1,8.666666666666666
10190,10190,16,0,-1,1,0,1,9.0
10200,10200,16,1,-1,1,0,1,9.2
10210,10210,15,2,-1,0,0,0,0.4
10220,10220,15,2,-1,2,0,2,2.8333333333333335
10230,10230,15,2,-1,2,0,2,6.714285714285714
10240,10240,14,3,-1,3,0,3,12.571428571428571
10250,10250,14,0,-1,2,0,2,4.0
10260,10260,12,0,-1,0,0,0,8.571428571428571
10270,10270,11,0,-1,0,0,0,0.0
10280,10280,10,0,-1,0,0,0,0.0
10290,10290,9,0,-1,0,0,0,0.0
10300,10300,5,2,-1,1,0,1,0.25
10310,10310,25,2,-1,2,0,2,4.25
10320,10320,25,2,-1,2,0,2,7.4
10330,10330,24,2,-1,2,0,2,12.8
10340,10340,24,0,-1,1,0,1,10.5
10350,10350,23,0,-1,0,0,0,9.5
10360,10360,22,0,-1,0,0,0,0.0
10370,10370,18,0,-1,0,0,0,0.0
10380,10380,17,0,-1,0,0,0,0.0
10390,10390,17,1,-1,1,0,1,1.0
10400,10400,17,2,-1,0,0,0,1.2
10410,10410,17,2,-1,1,0,1,5.333333333333333
10420,10420,17,2,-1,2,0,2,11.428571428571429
10430,10430,17,3,-1,2,0,2,14.375
10440,10440,17,0,-1,2,0,2,1.3333333333333333
10450,10450,13,0,-1,1,1,2,4.166666666666667
10460,10460,11,0,-1,1,1,2,9.0
10470,10470,10,0,-1,1,1,2,13.0
10480,10480,10,1,-1,2,1,3,14.833333333333334
10490,10490,9,2,-1,0,0,0,0.0
10500,10500,7,2,-1,1,0,1,2.8
10510,10510,6,2,-1,1,0,1,6.8
10520,10520,26,2,-1,1,0,1,12.2
10530,10530,26,0,-1,1,0,1,0.5
10540,10540,25,0,-1,0,0,0,0.0
10550,10550,25,0,-1,0,0,0,0.0
10560,10560,24,0,-1,0,0,0,0.0
10570,10570,23,0,-1,0,0,0,0.0
10580,10580,22,2,-1,0,0,0,0.8571428571428571
10590,10590,21,2,-1,0,0,0,6.857142857142857
10600,10600,21,2,-1,0,0,0,14.0
10610,10610,20,2,-1,0,0,0,24.666666666666668
10620,10620,20,3,-1,0,0,0,28.285714285714285
10630,10630,20,0,-1,1,0,1,0.7
10640,10640,18,0,-1,1,0,1,1.8888888888888888
10650,10650,17,0,-1,2,0,2,3.0
10660,10660,13,0,-1,2,0,2,7.833333333333333
10670,10670,10,1,-1,2,0,2,17.0
10680,10680,9,2,-1,0,0,0,2.75
10690,10690,7,2,-1,0,0,0,7.0
10700,10700,6,2,-1,1,0,1,11.666666666666666
10710,10710,6,3,-1,1,0,1,13.75
10720,10720,6,0,-1,1,0,1,0.2
10730,10730,26,0,-1,2,0,2,2.6
10740,10740,25,0,-1,2,0,2,6.6
10750,10750,24,0,-1,3,0,3,11.0
10760,10760,23,0,-1,4,0,4,18.2
10770,10770,23,2,-1,1,0,1,0.0
10780,10780,22,2,-1,1,0,1,3.5
10790,10790,22,2,-1,0,0,0,6.857142857142857
10800,10800,21,2,-1,1,0,1,13.285714285714286
10810,10810,19,0,-1,1,0,1,0.3333333333333333
10820,10820,18,0,-1,1,0,1,2.0
10830,10830,17,0,-1,1,0,1,3.6666666666666665
10840,10840,14,0,-1,1,0,1,8.0
10850,10850,14,0,-1,1,0,1,10.2
10860,10860,13,1,-1,2,0,2,14.8
10870,10870,12,2,-1,2,0,2,8.6
10880,10880,11,2,-1,2,0,2,14.6
10890,10890,10,2,-1,4,0,4,22.0
10900,10900,10,3,-1,3,0,3,14.5
10910,10910,8,0,-1,0,0,0,0.0
10920,10920,7,0,-1,0,0,0,0.0
10930,10930,4,0,-1,1,0,1,3.0
10940,10940,24,0,-1,1,0,1,9.5
10950,10950,24,1,-1,1,0,1,12.333333333333334
10960,10960,23,2,-1,0,0,0,4.5
10970,10970,22,2,-1,0,0,0,8.25
10980,10980,22,2,-1,0,0,0,11.4
10990,10990,22,2,-1,0,0,0,0.3333333333333333
11000,11000,22,0,-1,0,0,0,0.0
11010,11010,20,0,-1,0,0,0,0.0
11020,11020,17,0,-1,0,0,0,0.0
11030,11030,17,0,-1,0,0,0,1.4
11040,11040,17,0,-1,0,0,0,6.333333333333333
11050,11050,17,2,-1,0,0,0,11.142857142857142
11060,11060,17,2,-1,0,0,0,14.75
11070,11070,17,2,-1,0,0,0,19.333333333333332
11080,11080,16,2,-1,1,0,1,0.2222222222222222
11090,11090,14,3,-1,1,0,1,1.5
11100,11100,12,0,-1,0,0,0,0.0
11110,11110,9,0,-1,1,0,1,1.2
11120,11120,6,0,-1,1,0,1,7.333333333333333
11130,11130,6,0,-1,1,0,1,10.5
11140,11140,6,1,-1,1,0,1,12.4
11150,11150,27,2,-1,0,0,0,6.833333333333333
11160,11160,26,2,-1,0,0,0,13.833333333333334
11170,11170,25,2,-1,0,0,0,0.3333333333333333
11180,11180,25,3,-1,0,0,0,1.7142857142857142
11190,11190,22,0,-1,0,0,0,0.0
11200,11200,19,0,-1,1,0,1,0.0
11210,11210,17,0,-1,0,0,0,0.0
11220,11220,17,0,-1,0,0,0,2.3333333333333335
11230,11230,16,0,-1,0,0,0,9.0
11240,11240,16,2,-1,1,0,1,14.0
11250,11250,16,2,-1,1,0,1,17.2
11260,11260,16,2,-1,1,1,2,6.0
11270,11270,15,2,-1,2,1,3,9.333333333333334
11280,11280,13,0,-1,1,1,2,5.4
11290,11290,11,0,-1,1,1,2,11.5
11300,11300,10,0,-1,1,0,1,6.333333333333333
11310,11310,9,0,-1,1,0,1,9.666666666666666
11320,11320,9,0,-1,1,0,1,9.75
11330,11330,8,1,-1,2,0,2,14.25
11340,11340,7,2,-1,1,0,1,2.2
11350,11350,7,2,-1,1,0,1,6.5
11360,11360,27,2,-1,1,0,1,13.166666666666666
11370,11370,27,3,-1,3,0,3,12.166666666666666
11380,11380,27,0,-1,4,0,4,3.857142857142857
11390,11390,26,0,-1,2,0,2,5.857142857142857
11400,11400,25,0,-1,2,0,2,9.857142857142858
